Main_States,Mean_Error,Std_Error,Accuracy
2,0.5183149917977089,0.06652991606190921,48.16850082022911
3,0.4501938845794985,0.08715919237177519,54.98061154205015
4,0.7205609118307439,0.019954410517920136,27.94390881692561
5,0.9559397923286648,0.036636076348955014,4.406020767133523
6,1.2691216610173819,0.07194008903499685,0.0
7,1.6505160450167142,0.0657271879596093,0.0
8,1.9139160364701915,0.04629717812287079,0.0
